text,label
"Busy gym, but I only have eyes for one person",1
Follow my lead maybe,0
You look familiar,0
"Honestly, How do you know the host? maybe",0
hey Music's loud... want to find somewhere we can actually hear each other?,1
"okay Oh, Great music tonight",0
"okay Actually, What's up? alright",0
I'm thirsty I guess,0
"Need help? Yeah, help me get your number",1
Small world... now give me your number,1
"hmm Um, Running late? I guess",0
"Oh, Nice form.",0
Great choice! Now make another one and give me your number you know,1
Are you free sometime?... true story: I'm smitten,1
well I hunger for deep connections with beautiful souls like yours,1
Way too long... I've missed looking at you,1
well Hot day... you're making it even hotter you know,1
hey How are you? You look absolutely radiant today,1
"hmm Actually, I love this song",0
"Hey, How are you? noted",0
We'll see? Let's make it 'we'll do' instead,1
Could you spot me? I trust someone with your expertise... and those eyes,1
I'm curious I guess,0
You're special... you have this amazing energy,1
I'm thirsty,0
"okay Hey, The water's perfect I guess",0
Check please... and maybe your number too?,1
hmm Saw your post... couldn't scroll past without telling you how hot you look,1
alright I'm hungry maybe,0
okay Everything looks good here... especially the company,1
"hmm Actually, Long day? alright",0
"well Um, Nice pic maybe",0
alright I was daydreaming noted,0
"Nice place, but the company is what makes it perfect",1
Nice outfit! Did you dress up just to make everyone else here look underdressed? you know,1
"well Right place, right time",0
"Honestly, You look familiar",0
I love your style... you have this effortless elegance about you you know,1
"Well, Want to share?",0
well Maybe? Let's upgrade that to definitely and exchange numbers,1
"okay What size? Perfect size, that's what you are",1
well Lucky me I guess,0
"Hey, Want to share? alright",0
well I trust.,0
"wow Good music, but I'd rather listen to your voice over dinner",1
"Well, the coffee's great, but you're definitely the sweetest thing here haha",1
You're funny,0
"okay Um, Want to step outside? alright",0
hmm Great story noted,0
I like that noted,0
"So, Great presentation.",0
honestly Nice weather... and I mean that sincerely,1
"alright Honestly, Long day?",0
"alright Um, Great story",0
okay I'm falling maybe,0
"Hey, Crowded in here noted",0
"Is this your stop? I hope not, I'm enjoying the company",1
"alright Honestly, Great story",0
well Your eyes are beautiful... let's skip the games tonight,1
"Studying hard? I'm studying you actually, very fascinating subject",1
alright This moment I guess,0
"hmm Hey, Nice tan",0
I can't stop thinking,0
"Hey, Nice form maybe",0
"Know anyone here? Perfect, now you know me - your new favorite person",1
"hmm Well, Do you come here often?.",0
This is good,0
okay I long to feel your body against mine,1
Nice tan... I'd love to see more of it,1
I see... fascinating. Your number would be more fascinating haha,1
hmm Ready to order? I'll take you to go,1
well Great presentation,0
"okay So, Busy gym today alright",0
"okay Um, You're funny",0
"hmm Oh, Great workout! maybe",0
hmm Great show... want to give me a private performance?,1
Music's loud... want to find somewhere we can actually hear each other?,1
We'll see? Let's make it 'we'll do' instead,1
"alright Honestly, The service is slow",0
"well Um, Can I buy you a drink? noted",0
"so Honestly, I love this song noted",0
"Great coffee, but I'm more interested in getting your number than my caffeine fix",1
well What are you up to? Besides stealing all the attention in here,1
Dessert? Only if you're on the menu,1
Trying something new? alright,0
well Again and again... so what's it gonna be?,1
so Beautiful day I guess,0
hmm Great song for making out to... just saying you know,1
You're perfect,0
alright How have you been? maybe,0
"So, Everything looks good",0
"okay So, Good night",0
"Honestly, Can I get you anything? alright",0
Dessert? Only if you're on the menu you know,1
"Well, Great choice!.",0
"Oh, What are you up to?.",0
"well So, First time here?",0
"Well, I should go",0
Step outside? I promise I'm more interesting than the party,1
"well Oh, This song is great",0
"Single? Please say yes, I've been working up courage all night",1
so Follow my lead,0
Ready to order? I'll have whatever you're having and your phone number,1
wow Good thing the night is young... just like us,1
"alright So, Check please I guess",0
Great choice! Now make another one and give me your number,1
"so Oh, What are you reading?",0
"Hey, Can't sleep maybe",0
hmm Nice place! Not as nice as the view across from me though haha,1
"okay So, You look busy.",0
"Hey, Good night",0
"You're mysterious... smooth, right? I practiced that",1
I'm bad at keeping my hands to myself around you,1
"Actually, Great choice! alright",0
You're captivating noted,0
"Hey, They make the best coffee here",0
okay You look familiar... maybe from my dreams? Too cheesy? Let me try again...,1
"Um, What size are you?",0
"Um, Maybe I'll see you around",0
Great show... though you're more entertaining than the band,1
hmm Exactly I guess,0
well Love it I guess,0
"Honestly, They make the best coffee here maybe",0
"Long line, but at least it gave me time to work up the courage to talk to you you know",1
hey Tell me more... preferably while we're somewhere more private,1
hmm You're so smart,0
"okay Um, How's your day?",0
hmm I'm hungry noted,0
Coffee break? More like a 'getting to know you better' break,1
Great song! It's like the DJ knew I was about to meet someone amazing,1
"Oh, That's sweet I guess",0
Where are you from? Heaven? Because you look angelic,1
"hmm Actually, Hey noted",0
"alright Honestly, Cheers! alright",0
hey Will you go out with me?... you have this amazing energy,1
Too loud... let's go somewhere we can make our own noise haha,1
"well Hey, Working late again? I guess",0
well Are you new? I'd be happy to show you around... maybe over lunch?,1
"Um, Have you tried this before? alright",0
"So, It was nice meeting you",0
"So, Haven't seen you in a while I guess",0
"Great music, but I'd rather hear your number",1
Your eyes are beautiful... let's skip the games,1
Amazing! Almost as amazing as your smile,1
I'm sure... sure that I want you right now,1
okay Need help? I'd be honored to assist someone so dedicated,1
"well Well, This song is great",0
"So, You look busy I guess",0
Save room for dessert? I was hoping you'd be mine,1
honestly Wish granted... breaking news: you're gorgeous,1
"alright Um, First time here?",0
"alright Oh, Thank you maybe",0
hmm Been here before?... what do you say we continue this privately?,1
"okay Oh, Having fun?",0
"So, Nice form alright",0
"alright Well, Can I buy you a drink?.",0
Come with me... you light up any room,1
hey Ready to order? I'll take you to go,1
"Well, Is this your stop?.",0
hmm Can't sleep... too busy thinking about how lucky I am to know you you know,1
hey Practice? I practice things that would make you blush,1
hmm Nice form! Are you a trainer? Because you're definitely training my heart rate right now,1
What are you up to?,0
"so Hey, Nice outfit.",0
What are you up to tonight? Because I have some ideas,1
wow Nice outfit... it would look even better on my bedroom floor,1
"So, Can't sleep alright",0
"well You're mysterious... smooth, right? I practiced that",1
"Actually, What's up?",0
Where are they? I guess,0
Great show! The real show is how good you look though,1
hmm Stay with me... there's something magical about you,1
Know many people here?... I'd love to get to know you better,1
hmm Can't sleep... keep thinking about what we could be doing right now,1
"okay Slow service, but that means more time to get to know you",1
"Oh, What's up?",0
honestly Great song for making out to... just saying haha,1
alright Spend time with me,0
"Is this your stop? I hope not, I'm enjoying the company",1
alright Until next time.,0
Your stop? How about my bedroom instead? haha,1
"alright Actually, Nice pic",0
"so So, This is delicious noted",0
"Well, Want to step outside? maybe",0
Forever,0
well Again and again... so what's it gonna be?,1
okay That's unbelievable.,0
So quiet... perfect for getting lost in conversation with you,1
I'm happy I guess,0
You tell me - are you on the menu?,1
Last call,0
"Honestly, This place is packed",0
"alright Oh, What's up? alright",0
Do you come here often? I guess,0
It crashed I guess,0
"Running late? Good, more time for me to work up the courage to ask you out",1
How are you? You look absolutely radiant today,1
Last call... but I hope this isn't the last time I see you,1
"I love your style... actually, I love everything I'm seeing right now",1
"alright Hey, This place is nice I guess",0
